id;género;edad;fecha_compra;factura;Bebida_favorita;horario;región;satisfacción
12123;;18;20220711;65400;Arequipe Latte;10-12;Orinoquía;2
12124;M;53;20230919;57000;Chocolate Blanco;14-16;Andina;5
12125;M;68;20220606;78000;Chocolate Helado;12-14;Andina;4
12126;M;50;20230415;90000;Cappuccino;14-16;Insular;4
12127;M;55;20221221;109000;Mocha Blanco Latte;14-16;Insular;1
12128;F;64;20231201;36000;Latte;10-12;Insular;1
12129;F;78;20230224;78000;Chocolate Caliente;10-12;Orinoquía;5
12130;;18;20240309;65400;Mocha Blanco Latte;18-20;Caribe;5
12131;M;55;20230603;72000;Flat White;18-20;Insular;1
12132;F;91;20231218;80000;Café del día;10-12;Andina;5
12133;M;27;20210731;61000;Café del día;10-12;Caribe;5
12134;F;73;20210929;87000;Arequipe Latte;10-12;Orinoquía;3
12135;;18;20210320;65400;Mocha Latte;12-14;Orinoquía;5
12136;M;34;20231218;62000;Cappuccino;14-16;Insular;2
12137;M;55;20240421;41000;Mocha Blanco Latte;14-16;Orinoquía;1
12138;M;45;20240408;50000;Latte Macchiato;14-16;Andina;5
12139;M;68;20190906;93000;Cappuccino;12-14;Caribe;2
12140;M;34;20231121;47000;Chocolate Caliente;12-14;Orinoquía;1
12141;M;39;20220217;61000;Chocolate Blanco Helado;10-12;Andina;1
12142;M;58;20210817;72000;Mocha Latte;18-20;Insular;1
12143;M;20;20191118;37000;Flat White;10-12;Orinoquía;1
12144;F;70;20230407;103000;Latte Macchiato;10-12;Orinoquía;5
12145;F;55;20240111;32000;Mocha Latte;16-18;Pacífica;4
12146;F;70;20210714;96000;Chocolate Blanco;14-16;Orinoquía;4
12147;F;64;20240331;56000;Cappuccino;16-18;Caribe;3
12148;F;63;20230813;61000;Mocha Latte;14-16;Pacífica;3
12149;F;63;20210823;88000;Espresso Sencillo;10-12;Caribe;1
12150;F;19;20220721;32000;Chocolate Caliente;16-18;Orinoquía;4
12151;F;50;20231014;99000;Caramel Macchiato;16-18;Pacífica;3
12152;F;39;20200415;35000;Espresso Doble;20-22;Pacífica;5
12153;M;75;20230420;72000;Espresso Macchiato;12-14;Orinoquía;2
12154;O;44;20231031;44000;Chocolate Helado;10-12;Orinoquía;5
12155;F;70;20240619;93000;Americano;14-16;Andina;2
12156;M;71;20220605;92000;Chocolate Blanco Helado;20-22;Andina;2
12157;M;32;20240526;60000;Chocolate Helado;16-18;Insular;4
12158;M;58;20220222;65000;Espresso Macchiato;10-12;Orinoquía;1
12159;F;23;20230703;34000;Chocolate Blanco Helado;12-14;Insular;4
12160;F;59;20240429;115000;Arequipe Latte;12-14;Orinoquía;1
12161;M;53;20210103;68000;Chocolate Blanco;10-12;Insular;5
12162;;18;20230303;65400;Americano;12-14;Pacífica;3
12163;M;62;20220207;72000;Mocha Latte;12-14;Pacífica;1
12164;F;62;20240127;77000;Espresso Macchiato;12-14;Andina;2
12165;F;43;20240516;60000;Espresso Doble;14-16;Pacífica;2
12166;M;27;20230709;62000;Mocha Latte;12-14;Caribe;3
12167;F;67;20220831;96000;Arequipe Latte;12-14;Orinoquía;4
12168;M;49;20231211;67000;Espresso Sencillo;10-12;Caribe;4
12169;M;51;20200913;79000;Flat White;14-16;Pacífica;2
12170;M;50;20211219;62000;Espresso Doble;18-20;Caribe;3
12171;M;60;20240111;31000;Latte;10-12;Orinoquía;1
12172;F;37;20230302;83000;Chocolate Helado;16-18;Insular;5
12173;M;38;20230727;40000;Chocolate Helado;12-14;Orinoquía;4
12174;F;28;20231120;64000;Espresso Sencillo;14-16;Orinoquía;4
12175;M;64;20230605;108000;Americano;10-12;Insular;3
12176;;18;20231015;65400;Caramel Macchiato;20-22;Caribe;3
12177;;18;20221210;65400;Espresso Sencillo;20-22;Caribe;3
12178;M;37;20210304;49000;Café del día;18-20;Pacífica;2
12179;;18;20221221;65400;Latte;14-16;Andina;3
12180;F;25;20240527;68000;Café del día;12-14;Pacífica;1
12181;F;66;20240205;96000;Chocolate Blanco Helado;12-14;Caribe;1
12182;F;74;20220813;112000;Mocha Latte;20-22;Orinoquía;5
12183;F;32;20240624;45000;Café del día;14-16;Orinoquía;3
12184;F;57;20211202;56000;Cappuccino;14-16;Caribe;1
12185;M;92;20220908;53000;Espresso Macchiato;16-18;Insular;4
12186;M;24;20221021;57000;Caramel Macchiato;18-20;Orinoquía;1
12187;M;55;20211125;100000;Chocolate Helado;16-18;Caribe;3
12188;M;56;20200911;66000;Espresso Macchiato;12-14;Caribe;2
12189;F;64;20221102;70000;Café del día;16-18;Andina;1
12190;;18;20210612;65400;Café del día;10-12;Andina;2
12191;F;58;20220228;51000;Latte;10-12;Caribe;5
12192;;18;20240424;65400;Chocolate Caliente;18-20;Andina;2
12193;M;73;20240701;36000;Chocolate Caliente;18-20;Pacífica;4
12194;M;78;20220512;94000;Caramel Macchiato;16-18;Pacífica;1
12195;M;39;20240113;48000;Chocolate Blanco Helado;18-20;Andina;3
12196;M;67;20211108;55000;Chocolate Helado;20-22;Andina;1
12197;O;67;20230710;99000;Café del día;18-20;Andina;3
12198;M;21;20240222;58000;Cappuccino;10-12;Orinoquía;2
12199;M;20;20240623;52000;Latte;14-16;Orinoquía;5
12200;M;54;20240712;81000;Flat White;20-22;Caribe;3
12201;M;61;20220718;96000;Café del día;14-16;Insular;4
12202;M;63;20240102;88000;Mocha Blanco Latte;18-20;Andina;3
12203;M;45;20230901;41000;Americano;12-14;Orinoquía;1
12204;F;50;20230830;60000;Café del día;12-14;Insular;4
12205;;18;20220328;65400;Latte Macchiato;12-14;Caribe;1
12206;M;42;20240715;30000;Latte Macchiato;12-14;Insular;5
12207;F;64;20240624;33000;Chocolate Blanco Helado;12-14;Andina;5
12208;M;19;20230506;31000;Caramel Macchiato;20-22;Pacífica;4
12209;F;48;20230401;60000;Caramel Macchiato;14-16;Andina;3
12210;O;56;20240228;72000;Chocolate Blanco Helado;20-22;Pacífica;3
12211;M;36;20190813;51000;Americano;20-22;Orinoquía;2
12212;;18;20220602;65400;Espresso Sencillo;12-14;Insular;2
12213;;18;20230901;65400;Latte;10-12;Caribe;3
12214;F;20;20231011;46000;Arequipe Latte;16-18;Orinoquía;1
12215;F;41;20231207;53000;Mocha Latte;18-20;Andina;1
12216;;18;20231110;65400;Café del día;20-22;Caribe;4
12217;M;56;20220521;106000;Espresso Doble;12-14;Orinoquía;5
12218;M;57;20200211;66000;Caramel Macchiato;12-14;Pacífica;4
12219;M;55;20230515;60000;Cappuccino;14-16;Caribe;2
12220;F;63;20220619;97000;Mocha Latte;16-18;Andina;2
12221;F;90;20221014;104000;Café del día;14-16;Orinoquía;3
12222;M;19;20231028;39000;Espresso Sencillo;10-12;Caribe;5
12223;M;68;20201211;54000;Chocolate Blanco Helado;10-12;Andina;2
12224;M;52;20240711;70000;Latte Macchiato;18-20;Insular;5
12225;M;76;20240315;62000;Espresso Sencillo;18-20;Insular;5
12226;F;64;20240330;100000;Chocolate Caliente;16-18;Andina;4
12227;M;59;20240224;40000;Caramel Macchiato;20-22;Orinoquía;5
12228;F;48;20240523;37000;Chocolate Blanco;14-16;Andina;1
12229;M;68;20221002;55000;Espresso Sencillo;12-14;Pacífica;5
12230;;18;20240526;65400;Flat White;18-20;Insular;1
12231;F;25;20230104;39000;Café del día;12-14;Caribe;3
12232;M;56;20240308;93000;Espresso Sencillo;18-20;Orinoquía;2
12233;F;73;20230808;113000;Chocolate Blanco;10-12;Orinoquía;2
12234;M;72;20220503;96000;Mocha Latte;14-16;Andina;1
12235;M;27;20201002;38000;Chocolate Helado;16-18;Pacífica;1
12236;M;27;20240125;37000;Chocolate Helado;20-22;Caribe;2
12237;M;73;20230205;43000;Latte;10-12;Pacífica;5
12238;M;50;20221123;53000;Flat White;18-20;Insular;4
12239;M;19;20220626;39000;Mocha Latte;16-18;Orinoquía;4
12240;;18;20240118;65400;Arequipe Latte;18-20;Orinoquía;2
12241;M;67;20191115;52000;Americano;18-20;Pacífica;3
12242;M;27;20220614;41000;Latte Macchiato;12-14;Insular;2
12243;M;20;20211011;55000;Americano;16-18;Orinoquía;5
12244;M;34;20240301;48000;Americano;20-22;Caribe;5
12245;M;54;20230826;84000;Latte;20-22;Caribe;3
12246;M;44;20231228;51000;Espresso Macchiato;16-18;Andina;2
12247;M;59;20221225;34000;Caramel Macchiato;18-20;Andina;2
12248;M;63;20230926;89000;Espresso Doble;10-12;Caribe;4
12249;F;55;20220715;91000;Espresso Macchiato;10-12;Caribe;5
12250;;18;20231117;65400;Latte Macchiato;10-12;Insular;4
12251;F;48;20221009;53000;Cappuccino;20-22;Andina;1
12252;M;28;20220227;48000;Café del día;18-20;Pacífica;4
12253;F;36;20231202;91000;Espresso Doble;12-14;Caribe;1
12254;M;46;20231016;71000;Café del día;20-22;Andina;4
12255;F;87;20230325;61000;Espresso Macchiato;20-22;Pacífica;2
12256;M;56;20220325;88000;Chocolate Caliente;20-22;Andina;4
12257;M;69;20231128;58000;Mocha Blanco Latte;18-20;Andina;1
12258;F;47;20210922;57000;Mocha Latte;18-20;Insular;3
12259;F;54;20220428;110000;Chocolate Caliente;18-20;Andina;2
12260;F;56;20240430;68000;Flat White;12-14;Insular;5
12261;M;20;20240220;31000;Americano;18-20;Insular;1
12262;O;49;20210410;64000;Chocolate Blanco;10-12;Pacífica;4
12263;F;89;20230918;107000;Chocolate Helado;12-14;Orinoquía;2
12264;F;74;20230312;66000;Chocolate Caliente;16-18;Orinoquía;5
12265;M;54;20230915;63000;Chocolate Caliente;14-16;Insular;3
12266;;18;20240129;65400;Espresso Macchiato;20-22;Caribe;4
12267;F;78;20220318;57000;Latte Macchiato;18-20;Pacífica;5
12268;;18;20231115;65400;Latte;12-14;Andina;3
12269;F;55;20240225;75000;Espresso Macchiato;18-20;Pacífica;5
12270;M;45;20200609;94000;Chocolate Blanco;12-14;Andina;5
12271;M;27;20240410;60000;Latte;12-14;Andina;5
12272;M;19;20200619;61000;Espresso Sencillo;10-12;Caribe;3
12273;;18;20231027;65400;Arequipe Latte;18-20;Andina;4
12274;F;63;20220610;103000;Chocolate Helado;18-20;Insular;1
12275;M;55;20231007;99000;Mocha Blanco Latte;10-12;Orinoquía;1
12276;M;59;20220129;64000;Latte;14-16;Orinoquía;1
12277;M;26;20200227;42000;Mocha Blanco Latte;16-18;Insular;3
12278;F;70;20240429;97000;Latte;16-18;Insular;5
12279;M;44;20240112;41000;Chocolate Helado;20-22;Orinoquía;2
12280;F;61;20230611;86000;Espresso Doble;18-20;Caribe;4
12281;M;29;20231115;45000;Espresso Macchiato;18-20;Orinoquía;4
12282;;18;20231031;65400;Chocolate Caliente;12-14;Andina;1
12283;M;37;20201020;69000;Latte;14-16;Andina;5
12284;M;81;20240115;98000;Caramel Macchiato;18-20;Pacífica;2
12285;;18;20230903;65400;Chocolate Blanco;18-20;Pacífica;4
12286;F;92;20240602;94000;Café del día;10-12;Pacífica;3
12287;M;56;20240521;50000;Espresso Doble;10-12;Pacífica;2
12288;F;66;20221201;85000;Flat White;16-18;Andina;4
12289;M;56;20230212;48000;Chocolate Caliente;16-18;Pacífica;3
12290;M;61;20220322;73000;Arequipe Latte;14-16;Orinoquía;1
12291;F;50;20220529;108000;Espresso Doble;18-20;Insular;3
12292;F;95;20220319;52000;Espresso Doble;10-12;Orinoquía;2
12293;F;74;20240408;34000;Café del día;10-12;Caribe;1
12294;F;36;20221122;73000;Chocolate Blanco Helado;16-18;Caribe;3
12295;M;56;20230410;82000;Flat White;10-12;Insular;5
12296;F;50;20211226;37000;Arequipe Latte;10-12;Caribe;5
12297;F;58;20240228;91000;Mocha Latte;16-18;Caribe;5
12298;F;83;20220719;86000;Mocha Blanco Latte;18-20;Caribe;4
12299;M;93;20240123;52000;Caramel Macchiato;10-12;Andina;2
12300;;18;20220824;65400;Espresso Doble;12-14;Orinoquía;4
12301;M;56;20190804;31000;Caramel Macchiato;16-18;Pacífica;4
12302;M;43;20230517;74000;Flat White;10-12;Orinoquía;2
12303;F;79;20221124;47000;Chocolate Caliente;16-18;Andina;4
12304;F;52;20221011;75000;Latte Macchiato;16-18;Pacífica;2
12305;M;49;20230602;96000;Arequipe Latte;14-16;Orinoquía;1
12306;F;35;20230811;60000;Americano;16-18;Andina;3
12307;F;73;20211030;74000;Espresso Sencillo;10-12;Orinoquía;3
12308;O;47;20230417;30000;Mocha Latte;10-12;Insular;2
12309;F;71;20231219;73000;Flat White;18-20;Andina;5
12310;M;48;20201111;71000;Chocolate Blanco;14-16;Orinoquía;1
12311;F;53;20221028;103000;Espresso Macchiato;18-20;Orinoquía;4
12312;F;50;20220713;85000;Espresso Doble;16-18;Orinoquía;2
12313;F;63;20220522;77000;Chocolate Blanco;16-18;Andina;2
12314;F;75;20230322;35000;Chocolate Blanco;18-20;Andina;1
12315;M;51;20231029;78000;Chocolate Blanco Helado;12-14;Pacífica;2
12316;M;51;20240101;70000;Chocolate Caliente;20-22;Pacífica;1
12317;F;79;20230618;78000;Chocolate Blanco Helado;16-18;Caribe;4
12318;;18;20221208;65400;Espresso Macchiato;18-20;Orinoquía;2
12319;M;64;20240528;32000;Chocolate Blanco;14-16;Insular;5
12320;M;69;20240424;96000;Chocolate Blanco Helado;12-14;Insular;1
12321;F;49;20230628;81000;Chocolate Blanco;10-12;Pacífica;2
12322;F;74;20230211;104000;Caramel Macchiato;16-18;Caribe;2
12323;F;53;20210912;83000;Flat White;18-20;Pacífica;5
12324;M;56;20210702;63000;Chocolate Blanco;14-16;Andina;2
12325;M;40;20230131;86000;Espresso Sencillo;16-18;Insular;5
12326;F;59;20240726;88000;Cappuccino;16-18;Andina;3
12327;F;55;20210730;87000;Chocolate Blanco;18-20;Caribe;3
12328;F;80;20230126;61000;Americano;18-20;Pacífica;4
12329;M;32;20240503;53000;Espresso Sencillo;18-20;Pacífica;2
12330;F;48;20230609;114000;Mocha Latte;12-14;Insular;3
12331;M;58;20231122;99000;Espresso Doble;10-12;Caribe;5
12332;M;79;20220711;76000;Chocolate Blanco;16-18;Andina;1
12333;;18;20240124;65400;Chocolate Blanco Helado;10-12;Insular;1
12334;M;37;20240223;67000;Chocolate Blanco;18-20;Pacífica;5
12335;M;69;20230107;67000;Latte;18-20;Pacífica;2
12336;M;70;20220827;59000;Mocha Latte;14-16;Pacífica;5
12337;M;66;20201021;66000;Cappuccino;12-14;Insular;1
12338;M;34;20220922;31000;Café del día;16-18;Caribe;2
12339;F;63;20230413;70000;Latte;18-20;Orinoquía;2
12340;;18;20231113;65400;Espresso Doble;16-18;Andina;1
12341;F;21;20240621;40000;Caramel Macchiato;18-20;Pacífica;2
12342;F;51;20230508;90000;Latte Macchiato;16-18;Insular;3
12343;;18;20230402;65400;Mocha Blanco Latte;14-16;Andina;5
12344;;18;20240324;65400;Espresso Sencillo;16-18;Caribe;3
12345;M;55;20230924;113000;Arequipe Latte;14-16;Andina;5
12346;F;47;20240505;59000;Caramel Macchiato;14-16;Orinoquía;4
12347;M;23;20200525;73000;Latte Macchiato;12-14;Insular;4
12348;M;46;20240531;78000;Cappuccino;12-14;Andina;5
12349;F;93;20230914;73000;Americano;18-20;Pacífica;4
12350;F;69;20220316;78000;Caramel Macchiato;14-16;Orinoquía;4
12351;F;58;20240705;50000;Chocolate Helado;20-22;Orinoquía;5
12352;F;55;20231201;76000;Chocolate Caliente;16-18;Pacífica;5
12353;F;43;20221122;36000;Cappuccino;18-20;Pacífica;2
12354;F;59;20240327;74000;Chocolate Blanco;10-12;Andina;4
12355;;18;20230322;65400;Espresso Macchiato;14-16;Andina;3
12356;F;51;20230104;58000;Mocha Blanco Latte;20-22;Insular;4
12357;M;43;20231002;64000;Espresso Doble;10-12;Caribe;1
12358;F;59;20231013;55000;Americano;18-20;Andina;4
12359;;18;20240419;65400;Cappuccino;14-16;Insular;3
12360;F;57;20230808;54000;Flat White;20-22;Andina;2
12361;M;23;20221223;69000;Chocolate Blanco;18-20;Pacífica;1
12362;F;70;20231129;72000;Chocolate Blanco Helado;18-20;Caribe;2
12363;F;62;20230531;62000;Espresso Sencillo;14-16;Insular;3
12364;M;64;20230723;57000;Chocolate Caliente;20-22;Pacífica;1
12365;F;87;20230315;47000;Latte;18-20;Insular;1
12366;F;69;20211216;50000;Espresso Macchiato;14-16;Pacífica;5
12367;M;46;20230421;61000;Chocolate Blanco;14-16;Pacífica;3
12368;M;18;20210831;67000;Caramel Macchiato;18-20;Pacífica;5
12369;F;94;20230326;85000;Americano;18-20;Pacífica;2
12370;M;31;20230923;54000;Arequipe Latte;14-16;Orinoquía;3
12371;F;61;20230709;88000;Chocolate Blanco Helado;10-12;Orinoquía;2
12372;M;58;20201030;60000;Arequipe Latte;12-14;Andina;4
12373;M;24;20231017;72000;Mocha Blanco Latte;16-18;Orinoquía;2
12374;M;52;20240629;67000;Chocolate Caliente;10-12;Pacífica;1
12375;F;53;20221029;61000;Latte Macchiato;16-18;Caribe;4
12376;M;45;20230621;49000;Espresso Doble;18-20;Insular;1
12377;M;26;20200924;68000;Chocolate Helado;20-22;Andina;3
12378;M;47;20230923;59000;Chocolate Blanco;18-20;Andina;4
12379;M;62;20240626;33000;Arequipe Latte;12-14;Pacífica;2
12380;F;58;20240111;62000;Espresso Sencillo;16-18;Insular;2
12381;M;50;20240107;60000;Chocolate Caliente;16-18;Orinoquía;3
12382;F;34;20240515;45000;Espresso Sencillo;14-16;Pacífica;3
12383;;18;20210910;65400;Chocolate Helado;10-12;Insular;1
12384;M;27;20240323;42000;Flat White;20-22;Insular;4
12385;F;53;20231113;94000;Americano;10-12;Orinoquía;4
12386;M;79;20230520;93000;Chocolate Caliente;16-18;Andina;4
12387;M;33;20230709;73000;Espresso Macchiato;20-22;Andina;2
12388;F;75;20220407;67000;Chocolate Blanco Helado;14-16;Orinoquía;1
12389;M;50;20210927;51000;Espresso Sencillo;12-14;Caribe;5
12390;M;30;20240223;71000;Latte;14-16;Pacífica;2
12391;M;62;20230926;30000;Mocha Latte;12-14;Orinoquía;2
12392;;18;20240630;65400;Mocha Latte;20-22;Insular;2
12393;F;86;20240428;99000;Latte;20-22;Andina;2
12394;M;58;20230501;57000;Espresso Doble;12-14;Orinoquía;2
12395;M;64;20230924;38000;Espresso Sencillo;10-12;Andina;3
12396;;18;20231019;65400;Latte;14-16;Andina;1
12397;F;60;20220422;90000;Espresso Doble;16-18;Andina;1
12398;F;65;20230805;73000;Chocolate Helado;14-16;Caribe;2
12399;M;54;20240121;35000;Arequipe Latte;20-22;Orinoquía;3
12400;F;59;20230915;36000;Chocolate Helado;10-12;Caribe;1
12401;F;52;20221111;108000;Espresso Doble;14-16;Pacífica;2
12402;M;66;20220804;52000;Espresso Macchiato;14-16;Caribe;5
12403;;18;20240303;65400;Arequipe Latte;16-18;Andina;5
12404;M;56;20211018;113000;Chocolate Blanco Helado;18-20;Andina;1
12405;F;86;20220828;75000;Mocha Latte;14-16;Insular;4
12406;M;33;20240125;45000;Café del día;18-20;Andina;3
12407;F;91;20221217;39000;Cappuccino;16-18;Pacífica;5
12408;F;43;20230325;31000;Caramel Macchiato;14-16;Insular;5
12409;M;40;20240130;40000;Chocolate Helado;10-12;Orinoquía;3
12410;;18;20230910;65400;Caramel Macchiato;10-12;Insular;4
12411;M;52;20230616;41000;Latte;14-16;Caribe;3
12412;F;58;20211211;71000;Latte Macchiato;10-12;Insular;2
12413;F;62;20220729;95000;Arequipe Latte;20-22;Andina;4
12414;F;61;20220704;112000;Espresso Sencillo;16-18;Pacífica;2
12415;F;67;20211123;50000;Espresso Macchiato;10-12;Pacífica;1
12416;M;30;20230729;31000;Chocolate Blanco;12-14;Insular;2
12417;M;24;20231116;35000;Café del día;10-12;Orinoquía;4
12418;F;42;20201210;81000;Chocolate Blanco;18-20;Andina;4
12419;F;43;20240129;72000;Café del día;10-12;Caribe;3
12420;M;56;20230825;50000;Espresso Sencillo;18-20;Andina;4
12421;F;53;20240724;41000;Mocha Blanco Latte;10-12;Orinoquía;4
12422;F;76;20240318;79000;Mocha Blanco Latte;20-22;Pacífica;5
12423;;18;20220627;65400;Café del día;12-14;Orinoquía;4
12424;M;38;20230411;71000;Cappuccino;16-18;Pacífica;2
12425;;18;20240305;65400;Cappuccino;12-14;Pacífica;1
12426;M;44;20230730;45000;Mocha Blanco Latte;20-22;Caribe;2
12427;F;59;20220509;112000;Café del día;18-20;Insular;4
12428;M;49;20231123;84000;Espresso Sencillo;12-14;Orinoquía;3
12429;F;47;20230920;48000;Americano;10-12;Orinoquía;3
12430;M;53;20230101;73000;Chocolate Caliente;16-18;Orinoquía;2
12431;F;51;20231108;72000;Arequipe Latte;18-20;Orinoquía;4
12432;;18;20210831;65400;Caramel Macchiato;12-14;Pacífica;4
12433;F;54;20220210;99000;Chocolate Helado;10-12;Insular;3
12434;F;43;20211016;51000;Chocolate Blanco;10-12;Pacífica;4
12435;M;78;20240414;36000;Espresso Sencillo;14-16;Insular;1
12436;F;28;20230708;50000;Cappuccino;14-16;Orinoquía;2
12437;M;59;20201027;51000;Espresso Macchiato;18-20;Andina;2
12438;F;48;20231205;90000;Chocolate Helado;18-20;Orinoquía;4
12439;F;60;20240511;100000;Caramel Macchiato;16-18;Andina;3
12440;M;58;20220716;61000;Chocolate Blanco;16-18;Andina;1
12441;M;24;20230709;59000;Mocha Blanco Latte;10-12;Andina;5
12442;M;55;20230404;67000;Espresso Sencillo;12-14;Insular;1
12443;F;57;20240328;99000;Espresso Sencillo;10-12;Caribe;4
12444;M;51;20230212;42000;Chocolate Helado;18-20;Pacífica;4
12445;M;45;20240503;42000;Mocha Latte;20-22;Orinoquía;1
12446;M;50;20211004;111000;Chocolate Blanco Helado;10-12;Caribe;5
12447;M;66;20240627;50000;Café del día;14-16;Pacífica;4
12448;F;48;20220201;85000;Espresso Sencillo;10-12;Orinoquía;1
12449;M;56;20200204;51000;Chocolate Blanco Helado;18-20;Pacífica;2
12450;F;53;20230330;85000;Chocolate Caliente;18-20;Orinoquía;5
12451;F;45;20231209;60000;Chocolate Blanco;14-16;Caribe;2
12452;F;33;20240119;67000;Latte;12-14;Insular;5
12453;F;70;20220710;57000;Latte;16-18;Pacífica;1
12454;F;65;20210809;34000;Café del día;18-20;Insular;2
12455;M;63;20231223;45000;Café del día;18-20;Andina;2
12456;M;70;20240121;76000;Chocolate Blanco;16-18;Caribe;5
12457;M;67;20211220;97000;Chocolate Blanco;10-12;Insular;2
12458;;18;20240313;65400;Cappuccino;10-12;Andina;5
12459;F;82;20240630;109000;Latte;10-12;Orinoquía;3
12460;M;58;20211019;68000;Espresso Macchiato;20-22;Insular;4
12461;M;68;20221229;60000;Mocha Latte;14-16;Pacífica;3
12462;F;73;20211128;74000;Americano;18-20;Orinoquía;3
12463;F;81;20201108;50000;Cappuccino;16-18;Pacífica;3
12464;F;64;20240524;61000;Latte;16-18;Pacífica;4
12465;F;67;20210909;81000;Cappuccino;20-22;Andina;1
12466;F;75;20231109;70000;Arequipe Latte;10-12;Caribe;4
12467;M;58;20240116;76000;Espresso Doble;20-22;Andina;1
12468;M;67;20240226;77000;Café del día;18-20;Andina;4
